solver_used,arrival_hour_start,arrival_hour_end,metric_hour_start,metric_hour_end,step_hours,lookahead_hours,max_candidates_per_task,task_count,scheduled_count,unassigned_count,on_time_rate,total_cost_cny,total_carbon_tco2,renewable_utilization,renewable_direct_use_mwh,renewable_sell_mwh,total_curtailment_mwh,system_peak_grid_purchase_mw,system_peak_net_import_mw,region_peak_net_import_mw,average_latency_ms,latency_by_type_ms,load_fluctuation_std_mw,load_peak_to_average,avg_gpu_utilization,weights,verification,baseline,delta_cost_vs_baseline,delta_cost_pct_vs_baseline,delta_carbon_vs_baseline,delta_carbon_pct_vs_baseline,delta_utilization_vs_baseline,delta_utilization_pct_vs_baseline,delta_curtailment_vs_baseline,delta_curtailment_pct_vs_baseline,delta_peak_net_import_vs_baseline,delta_peak_net_import_pct_vs_baseline,strategy,strategy_note,repair_plain,repair_displace
greedy,2376,2399,2376,2405,6,24,24,538,538,0,1.0,-4531419.605055302,83.74943792747132,0.6984575853803618,82295.98891626333,15675.511114600013,42296.85996913664,138.82151000000522,138.82151000000522,"{'RegionA': 0.0, 'RegionB': 0.0, 'RegionC': 0.0, 'RegionD': 71.51525375999915, 'RegionE': 27.358333333334713, 'RegionF': 57.95248333332893}",18.07806691449814,"{'AITraining': 33.24226804123711, 'BatchInference': 13.46195652173913, 'RealTimeInference': 5.0}",96.0650246651606,1.3047666082873677,0.4234820912503583,"{'cost': 1.0, 'carbon': 500.0, 'latency': 2.0, 'renewable': 100.0, 'congestion': 100.0, 'unassigned': 1000000000.0}","{'start_before_arrival': 0, 'finish_after_deadline': 0, 'finish_at_or_after_2406': 0, 'latency_exceeded': 0, 'gpu_capacity': 0, 'it_power_capacity': 0, 'facility_power_capacity': 0, 'task_duplicates': 0, 'missing_region': 0, 'total': 0}","{'baseline_total_cost_cny': 17573984.571216844, 'baseline_total_carbon_tco2': 20940.681668196703, 'baseline_renewable_utilization': 0.4152864839939669, 'baseline_total_curtailment_mwh': 82016.80536, 'baseline_system_peak_grid_purchase_mw': 2405.7543, 'baseline_system_peak_net_import_mw': 1841.3514, 'baseline_region_peak_net_import_mw': {'RegionA': 483.2907, 'RegionB': 457.932, 'RegionC': 445.8934, 'RegionD': 259.9507, 'RegionE': 136.6072, 'RegionF': 113.5316}}",-22105404.176272143,-1.2578481611095178,-20856.93223026923,-0.996000634589911,0.2831711013863949,0.6818692933683552,-39719.94539086336,-0.4842903258243093,-1702.5298899999948,-0.9246088986599704,balanced,综合权衡：成本、碳排、时延、新能源和拥塞均衡考虑。,0,0
greedy,2376,2399,2376,2405,6,24,24,538,538,0,1.0,-4556051.501288056,62.4807260398274,0.6984892578799429,82317.63275002333,15658.309930413348,42292.417319563305,108.88656333332938,108.88656333332938,"{'RegionA': 0.0, 'RegionB': 0.0, 'RegionC': 0.0, 'RegionD': 59.89114709334558, 'RegionE': 22.126249999999573, 'RegionF': 58.512553333331084}",14.628252788104088,"{'AITraining': 24.0979381443299, 'BatchInference': 13.016304347826088, 'RealTimeInference': 5.0}",91.99659238021022,1.3064469771839289,0.4183088105324298,"{'cost': 3.0, 'carbon': 150.0, 'latency': 1.0, 'renewable': 30.0, 'congestion': 100.0, 'unassigned': 1000000000.0}","{'start_before_arrival': 0, 'finish_after_deadline': 0, 'finish_at_or_after_2406': 0, 'latency_exceeded': 0, 'gpu_capacity': 0, 'it_power_capacity': 0, 'facility_power_capacity': 0, 'task_duplicates': 0, 'missing_region': 0, 'total': 0}","{'baseline_total_cost_cny': 17573984.571216844, 'baseline_total_carbon_tco2': 20940.681668196703, 'baseline_renewable_utilization': 0.4152864839939669, 'baseline_total_curtailment_mwh': 82016.80536, 'baseline_system_peak_grid_purchase_mw': 2405.7543, 'baseline_system_peak_net_import_mw': 1841.3514, 'baseline_region_peak_net_import_mw': {'RegionA': 483.2907, 'RegionB': 457.932, 'RegionC': 445.8934, 'RegionD': 259.9507, 'RegionE': 136.6072, 'RegionF': 113.5316}}",-22130036.0725049,-1.2592497724591205,-20878.20094215688,-0.9970162993244523,0.283202773885976,0.6819455599958564,-39724.38804043669,-0.4843444933763596,-1732.4648366666706,-0.9408659513152516,cost_first,成本优先：更倾向低电价时段和区域。,0,0
greedy,2376,2399,2376,2405,6,24,24,538,538,0,1.0,-4522150.694384739,82.69798264359301,0.6983548768738961,82314.94198002334,15642.15129708,42311.26672289666,117.52575620667665,117.52575620667665,"{'RegionA': 0.0, 'RegionB': 0.0, 'RegionC': 23.959600459999933, 'RegionD': 66.57658709333805, 'RegionE': 19.194999999998686, 'RegionF': 69.59330333333025}",20.817843866171003,"{'AITraining': 36.24226804123711, 'BatchInference': 18.26086956521739, 'RealTimeInference': 5.05625}",97.63601406883627,1.3300600764744657,0.4237914494194563,"{'cost': 0.7, 'carbon': 1600.0, 'latency': 1.0, 'renewable': 80.0, 'congestion': 100.0, 'unassigned': 1000000000.0}","{'start_before_arrival': 0, 'finish_after_deadline': 0, 'finish_at_or_after_2406': 0, 'latency_exceeded': 0, 'gpu_capacity': 0, 'it_power_capacity': 0, 'facility_power_capacity': 0, 'task_duplicates': 0, 'missing_region': 0, 'total': 0}","{'baseline_total_cost_cny': 17573984.571216844, 'baseline_total_carbon_tco2': 20940.681668196703, 'baseline_renewable_utilization': 0.4152864839939669, 'baseline_total_curtailment_mwh': 82016.80536, 'baseline_system_peak_grid_purchase_mw': 2405.7543, 'baseline_system_peak_net_import_mw': 1841.3514, 'baseline_region_peak_net_import_mw': {'RegionA': 483.2907, 'RegionB': 457.932, 'RegionC': 445.8934, 'RegionD': 259.9507, 'RegionE': 136.6072, 'RegionF': 113.5316}}",-22096135.265601583,-1.257320738848903,-20857.98368555311,-0.9960508457196412,0.2830683928799292,0.6816219737217393,-39705.53863710334,-0.4841146697048496,-1723.8256437933233,-0.9361741836964542,carbon_first,低碳优先：更倾向低碳强度区域和时段。,0,0
greedy,2376,2399,2376,2405,6,24,24,538,538,0,1.0,-4525555.737413013,63.56138269167171,0.6987356540943613,82377.86556960669,15632.638703736671,42257.85572665665,108.32025620666502,108.32025620666502,"{'RegionA': 0.0, 'RegionB': 0.0, 'RegionC': 26.25776046000044, 'RegionD': 32.64762709334059, 'RegionE': 39.091249999998354, 'RegionF': 54.77197999999839}",28.607806691449813,"{'AITraining': 45.71134020618557, 'BatchInference': 29.20108695652174, 'RealTimeInference': 7.1875}",102.1484702484356,1.297389763894984,0.430343254166083,"{'cost': 0.6, 'carbon': 500.0, 'latency': 1.0, 'renewable': 450.0, 'congestion': 80.0, 'unassigned': 1000000000.0}","{'start_before_arrival': 0, 'finish_after_deadline': 0, 'finish_at_or_after_2406': 0, 'latency_exceeded': 0, 'gpu_capacity': 0, 'it_power_capacity': 0, 'facility_power_capacity': 0, 'task_duplicates': 0, 'missing_region': 0, 'total': 0}","{'baseline_total_cost_cny': 17573984.571216844, 'baseline_total_carbon_tco2': 20940.681668196703, 'baseline_renewable_utilization': 0.4152864839939669, 'baseline_total_curtailment_mwh': 82016.80536, 'baseline_system_peak_grid_purchase_mw': 2405.7543, 'baseline_system_peak_net_import_mw': 1841.3514, 'baseline_region_peak_net_import_mw': {'RegionA': 483.2907, 'RegionB': 457.932, 'RegionC': 445.8934, 'RegionD': 259.9507, 'RegionE': 136.6072, 'RegionF': 113.5316}}",-22099540.308629856,-1.2575144936012457,-20877.120285505032,-0.9969646937144264,0.2834491701003944,0.6825388762339597,-39758.94963334335,-0.4847658898542515,-1733.031143793335,-0.941173501045664,renewable_first,新能源消纳优先：更倾向新能源富余区域和时段。,0,0
greedy,2376,2399,2376,2405,6,24,24,538,538,0,1.0,-4464186.583170138,81.01206323346662,0.6957762977545565,82082.68580582333,15512.714407080002,42672.95978709666,139.98904378333714,139.98904378333714,"{'RegionA': 15.087050450002607, 'RegionB': 0.0, 'RegionC': 0.0, 'RegionD': 56.13648042667148, 'RegionE': 30.952083333335963, 'RegionF': 39.78471000000172}",7.767657992565056,"{'AITraining': 10.809278350515465, 'BatchInference': 6.967391304347826, 'RealTimeInference': 5.0}",78.39058892844253,1.300213770176031,0.3669315042070307,"{'cost': 0.6, 'carbon': 250.0, 'latency': 12.0, 'renewable': 30.0, 'congestion': 80.0, 'unassigned': 1000000000.0}","{'start_before_arrival': 0, 'finish_after_deadline': 0, 'finish_at_or_after_2406': 0, 'latency_exceeded': 0, 'gpu_capacity': 0, 'it_power_capacity': 0, 'facility_power_capacity': 0, 'task_duplicates': 0, 'missing_region': 0, 'total': 0}","{'baseline_total_cost_cny': 17573984.571216844, 'baseline_total_carbon_tco2': 20940.681668196703, 'baseline_renewable_utilization': 0.4152864839939669, 'baseline_total_curtailment_mwh': 82016.80536, 'baseline_system_peak_grid_purchase_mw': 2405.7543, 'baseline_system_peak_net_import_mw': 1841.3514, 'baseline_region_peak_net_import_mw': {'RegionA': 483.2907, 'RegionB': 457.932, 'RegionC': 445.8934, 'RegionD': 259.9507, 'RegionE': 136.6072, 'RegionF': 113.5316}}",-22038171.154386982,-1.2540224480725737,-20859.66960496324,-0.9961313550094932,0.2804898137605896,0.6754128163840374,-39343.84557290334,-0.4797046824758615,-1701.3623562166629,-0.9239748351219994,latency_first,服务质量优先：更倾向低网络时延、本地或近区执行。,0,0
greedy,2376,2399,2376,2405,6,24,24,538,538,0,1.0,-4516102.658853157,62.510362748024434,0.6979472895858577,82359.75990914668,15540.16176750666,42368.43832334666,141.9496837833318,141.9496837833318,"{'RegionA': 0.048500450000688033, 'RegionB': 0.0, 'RegionC': 0.0, 'RegionD': 37.15450709333811, 'RegionE': 43.136666666663245, 'RegionF': 64.80625000000202}",25.84386617100372,"{'AITraining': 44.09278350515464, 'BatchInference': 23.733695652173914, 'RealTimeInference': 6.14375}",103.05094310416985,1.319310805402132,0.4294729696985638,"{'cost': 0.6, 'carbon': 1200.0, 'latency': 1.5, 'renewable': 350.0, 'congestion': 80.0, 'unassigned': 1000000000.0}","{'start_before_arrival': 0, 'finish_after_deadline': 0, 'finish_at_or_after_2406': 0, 'latency_exceeded': 0, 'gpu_capacity': 0, 'it_power_capacity': 0, 'facility_power_capacity': 0, 'task_duplicates': 0, 'missing_region': 0, 'total': 0}","{'baseline_total_cost_cny': 17573984.571216844, 'baseline_total_carbon_tco2': 20940.681668196703, 'baseline_renewable_utilization': 0.4152864839939669, 'baseline_total_curtailment_mwh': 82016.80536, 'baseline_system_peak_grid_purchase_mw': 2405.7543, 'baseline_system_peak_net_import_mw': 1841.3514, 'baseline_region_peak_net_import_mw': {'RegionA': 483.2907, 'RegionB': 457.932, 'RegionC': 445.8934, 'RegionD': 259.9507, 'RegionE': 136.6072, 'RegionF': 113.5316}}",-22090087.23007,-1.256976591765635,-20878.17130544868,-0.9970148840549464,0.2826608055918908,0.6806405132029224,-39648.36703665334,-0.4834175979254862,-1699.4017162166683,-0.9229100519415622,carbon_renewable,低碳与新能源协同：同时重视低碳强度和新能源消纳。,0,0
greedy,2376,2399,2376,2405,6,24,24,538,538,0,1.0,-4528635.5511196265,95.2371685576556,0.6984737159365804,82297.10921584666,15676.653421683342,42294.59736246999,129.41817954000942,129.41817954000942,"{'RegionA': 0.0, 'RegionB': 0.0, 'RegionC': 26.37000046000003, 'RegionD': 65.18394709333927, 'RegionE': 21.01166666666495, 'RegionF': 46.30023333333406}",19.568773234200744,"{'AITraining': 31.835051546391753, 'BatchInference': 19.255434782608695, 'RealTimeInference': 5.05625}",96.49649184773584,1.281913057459774,0.4242971234715776,"{'cost': 2.0, 'carbon': 1000.0, 'latency': 1.0, 'renewable': 60.0, 'congestion': 120.0, 'unassigned': 1000000000.0}","{'start_before_arrival': 0, 'finish_after_deadline': 0, 'finish_at_or_after_2406': 0, 'latency_exceeded': 0, 'gpu_capacity': 0, 'it_power_capacity': 0, 'facility_power_capacity': 0, 'task_duplicates': 0, 'missing_region': 0, 'total': 0}","{'baseline_total_cost_cny': 17573984.571216844, 'baseline_total_carbon_tco2': 20940.681668196703, 'baseline_renewable_utilization': 0.4152864839939669, 'baseline_total_curtailment_mwh': 82016.80536, 'baseline_system_peak_grid_purchase_mw': 2405.7543, 'baseline_system_peak_net_import_mw': 1841.3514, 'baseline_region_peak_net_import_mw': {'RegionA': 483.2907, 'RegionB': 457.932, 'RegionC': 445.8934, 'RegionD': 259.9507, 'RegionE': 136.6072, 'RegionF': 113.5316}}",-22102620.12233647,-1.2576897420597917,-20845.44449963905,-0.99545205022135,0.2831872319426134,0.6819081353650014,-39722.20799753001,-0.4843179129347401,-1711.9332204599905,-0.9297156536552396,cost_carbon,成本与碳排协同：适合比较经济性和减排性。,0,0
greedy,2376,2399,2376,2405,6,24,24,538,538,0,1.0,-4577671.876381019,65.36361487912947,0.6986741771747623,82311.37639582335,15690.50461083,42266.47899334665,131.4279537833396,131.4279537833396,"{'RegionA': 7.04645044999927, 'RegionB': 0.0, 'RegionC': 0.0, 'RegionD': 46.899920000005636, 'RegionE': 23.713750000000346, 'RegionF': 53.76783333333435}",22.802973977695167,"{'AITraining': 27.798969072164947, 'BatchInference': 32.505434782608695, 'RealTimeInference': 5.5875}",92.07373439646533,1.29616813560251,0.4152523626945056,"{'cost': 0.7, 'carbon': 450.0, 'latency': 1.5, 'renewable': 80.0, 'congestion': 600.0, 'unassigned': 1000000000.0}","{'start_before_arrival': 0, 'finish_after_deadline': 0, 'finish_at_or_after_2406': 0, 'latency_exceeded': 0, 'gpu_capacity': 0, 'it_power_capacity': 0, 'facility_power_capacity': 0, 'task_duplicates': 0, 'missing_region': 0, 'total': 0}","{'baseline_total_cost_cny': 17573984.571216844, 'baseline_total_carbon_tco2': 20940.681668196703, 'baseline_renewable_utilization': 0.4152864839939669, 'baseline_total_curtailment_mwh': 82016.80536, 'baseline_system_peak_grid_purchase_mw': 2405.7543, 'baseline_system_peak_net_import_mw': 1841.3514, 'baseline_region_peak_net_import_mw': {'RegionA': 483.2907, 'RegionB': 457.932, 'RegionC': 445.8934, 'RegionD': 259.9507, 'RegionE': 136.6072, 'RegionF': 113.5316}}",-22151656.44759786,-1.2604800213537488,-20875.318053317573,-0.9968786300314952,0.2833876931807954,0.6823908412702214,-39750.32636665335,-0.4846607496131491,-1709.9234462166603,-0.9286241866797724,load_balanced,负载均衡优先：更强惩罚接近容量上限的候选方案。,0,0
