Hour,Region,GPU_Used,GPU_Utilization,AI_IT_Load_MW,NonAI_IT_Load_MW,IT_Load_MW,Total_Load_MW,AvailableRenewable_MW,UsedRenewable_MW,GridSell_MW,Curtailment_MW,GridPurchase_MW,NetImport_MW,Cost_CNY,CarbonEmission_tCO2,RenewableUtilization
2390,RegionE,751.2833333333347,0.7423748353096192,115.76633333333359,162.153,277.9193333333336,347.39916666666704,950.0,347.39916666666704,220.0,382.60083333333296,0.0,-220.0,-66116.59999999999,0.0,0.5972622807017548
2390,RegionF,722.7999999999897,0.7482401656314593,114.7013333333316,207.527,322.2283333333316,409.2299833333311,950.0,409.2299833333311,220.0,320.7700166666689,0.0,-220.0,-69594.79999999999,0.0,0.6623473508771907
2391,RegionA,172.0833333333435,0.2731481481481643,20.465333333335085,261.085667,281.5510003333351,380.0938504500024,877.65,380.0938504500024,0.0,497.5561495499976,0.0,0.0,0.0,0.0,0.4330813541275023
2391,RegionB,230.13333333334322,0.39339031339033026,31.166666666668316,267.384667,298.5513336666683,403.04430045000225,877.65,403.04430045000225,0.0,474.6056995499977,0.0,0.0,0.0,0.0,0.45923124303538115
2391,RegionC,80.06666666666752,0.14827160493827318,7.565333333333402,287.315333,294.8806663333334,406.9353195400001,877.65,406.9353195400001,0.0,470.7146804599999,0.0,0.0,0.0,0.0,0.463664694969521
2391,RegionD,549.5666666666693,0.3733469202898569,84.42466666666728,163.742667,248.16733366666728,317.65418709333414,877.65,317.65418709333414,180.0,379.99581290666583,0.0,-180.0,-61221.6,0.0,0.5670303504738041
2391,RegionE,823.099999999994,0.8133399209486106,127.29699999999919,136.862,264.1589999999992,330.198749999999,877.65,330.198749999999,220.0,327.451250000001,0.0,-220.0,-66125.4,0.0,0.626899960120776
2391,RegionF,742.7999999999806,0.7689440993788619,117.9479999999969,176.351333,294.2993329999969,373.7601529099961,877.65,373.7601529099961,220.0,283.88984709000385,0.0,-220.0,-69605.8,0.0,0.6765341000512689
2392,RegionA,119.08333333333303,0.18902116402116353,11.457666666666658,246.132333,257.58999966666664,347.74649955,800.0,347.74649955,0.0,452.25350045,0.0,0.0,0.0,0.0,0.4346831244375
2392,RegionB,225.7499999999991,0.38589743589743436,29.759999999999927,246.264,276.02399999999994,372.63239999999996,800.0,372.63239999999996,0.0,427.36760000000004,0.0,0.0,0.0,0.0,0.46579049999999994
2392,RegionC,82.41666666666697,0.152623456790124,7.905333333333346,251.304667,259.21000033333337,357.70980046,800.0,357.70980046,0.0,442.29019954,0.0,0.0,0.0,0.0,0.447137250575
2392,RegionD,592.3666666666873,0.4024230072463908,90.35866666666996,135.089667,225.44833366666995,288.5738670933375,800.0,288.5738670933375,180.0,331.4261329066625,0.0,-180.0,-61230.600000000006,0.0,0.5857173338666719
2392,RegionE,756.7000000000098,0.7477272727272825,117.97800000000153,138.071333,256.0493330000015,320.0616662500019,800.0,320.0616662500019,220.0,259.9383337499981,0.0,-220.0,-66136.4,0.0,0.6750770828125024
2392,RegionF,810.0999999999794,0.8386128364389022,127.1359999999967,110.130667,237.2666669999967,301.3286670899958,800.0,301.3286670899958,220.0,278.6713329100042,0.0,-220.0,-69616.8,0.0,0.6516608338624948
2393,RegionA,124.74999999999909,0.19801587301587156,11.69833333333324,205.558333,217.25666633333324,293.2964995499999,722.35,293.2964995499999,0.0,429.0535004500001,0.0,0.0,0.0,0.0,0.4060310092752819
2393,RegionB,233.9666666666626,0.399943019943013,30.3619999999996,186.761333,217.1233329999996,293.1164995499995,722.35,293.1164995499995,0.0,429.2335004500005,0.0,0.0,0.0,0.0,0.40578182259292517
2393,RegionC,89.75000000000136,0.16620370370370624,8.595000000000137,199.5,208.09500000000014,287.1711000000002,722.35,287.1711000000002,0.0,435.1788999999998,0.0,0.0,0.0,0.0,0.39755118709766757
2393,RegionD,557.0,0.37839673913043476,81.63999999999999,162.847333,244.48733299999998,312.94378623999995,722.35,312.94378623999995,180.0,229.40621376000007,0.0,-180.0,-88795.8,0.0,0.6824168148958261
2393,RegionE,815.1499999999955,0.8054841897233157,127.95733333333267,122.781333,250.73866633333267,313.42333291666586,722.35,313.42333291666586,220.0,188.92666708333417,0.0,-220.0,-95909.0,0.0,0.7384555034493887
2393,RegionF,742.9999999999554,0.76915113871631,115.39599999999305,114.762667,230.15866699999305,292.30150708999116,722.35,292.30150708999116,220.0,210.04849291000886,0.0,-220.0,-100955.8,0.0,0.7092150717657524
2394,RegionA,137.08333333333303,0.21759259259259212,12.961333333333306,216.963667,229.9250003333333,310.39875044999997,650.0,310.39875044999997,0.0,339.60124955000003,0.0,0.0,0.0,0.0,0.4775365391538461
2394,RegionB,307.2166666666567,0.5251566951566781,38.315999999998645,204.92,243.23599999999863,328.36859999999814,650.0,328.36859999999814,0.0,321.63140000000186,0.0,0.0,0.0,0.0,0.5051824615384587
2394,RegionC,78.98333333332994,0.14626543209875914,8.625333333333002,221.473,230.09833333333302,317.53569999999957,650.0,317.53569999999957,0.0,332.46430000000043,0.0,0.0,0.0,0.0,0.48851646153846084
2394,RegionD,1008.3499999999922,0.6850203804347773,152.22799999999884,152.298667,304.52666699999884,389.79413375999854,650.0,389.79413375999854,180.0,80.20586624000146,0.0,-180.0,-88804.8,0.0,0.8766063596307669
2394,RegionE,884.7833333333592,0.8742918313570743,136.6833333333372,111.780667,248.4640003333372,310.5800004166715,650.0,310.5800004166715,220.0,119.41999958332849,0.0,-220.0,-95917.8,0.0,0.8162769237179561
2394,RegionF,955.6333333333573,0.9892684610076162,149.97433333333703,159.15,309.12433333333706,392.5879033333381,650.0,392.5879033333381,220.0,37.41209666666191,0.0,-220.0,-100966.8,0.0,0.9424429282051355
2395,RegionA,208.94999999998072,0.3316666666666361,26.317666666663417,224.566,250.88366666666343,338.6929499999957,587.87,338.6929499999957,0.0,249.17705000000433,0.0,0.0,0.0,0.0,0.5761357953288919
2395,RegionB,516.5500000000061,0.8829914529914634,73.30800000000087,193.223333,266.53133300000087,359.8172995500012,587.87,359.8172995500012,0.0,228.05270044999878,0.0,0.0,0.0,0.0,0.6120695043972327
2395,RegionC,152.79999999999927,0.28296296296296164,21.423999999999943,229.516,250.93999999999994,346.2971999999999,587.87,346.2971999999999,0.0,241.5728000000001,0.0,0.0,0.0,0.0,0.5890710531239899
2395,RegionD,1184.3833333332964,0.8046082427535981,178.3946666666609,135.815333,314.2099996666609,402.188799573326,587.87,402.188799573326,180.0,5.681200426674025,0.0,-180.0,-88812.0,0.0,0.9903359579045128
2395,RegionE,953.4666666666808,0.9421607378129256,148.5626666666691,86.956667,235.51933366666907,294.39916708333635,587.87,294.39916708333635,220.0,73.47083291666365,0.0,-220.0,-95926.59999999999,0.0,0.8750219726867102
2395,RegionF,956.4666666666462,0.9901311249137125,151.3866666666634,165.802,317.1886666666634,402.82960666666247,587.87,402.82960666666247,185.04039333333753,0.0,0.0,-185.04039333333753,-84929.83973213527,0.0,1.0
2396,RegionA,218.71666666667033,0.347169312169318,26.810666666667032,219.676,246.48666666666702,332.7570000000005,540.19,332.7570000000005,0.0,207.43299999999954,0.0,0.0,0.0,0.0,0.6159999259519807
2396,RegionB,469.03333333333603,0.8017663817663864,62.777333333333885,192.422667,255.2000003333339,344.5200004500008,540.19,344.5200004500008,0.0,195.66999954999926,0.0,0.0,0.0,0.0,0.6377755983080041
2396,RegionC,159.7499999999991,0.29583333333333167,22.120999999999892,227.382333,249.50333299999988,344.3145995399998,540.19,344.3145995399998,0.0,195.87540046000026,0.0,0.0,0.0,0.0,0.6373953600399854
2396,RegionD,1426.6833333333311,0.9692142210144913,217.1233333333326,149.052333,366.17566633333263,468.7048529066658,540.19,468.7048529066658,71.48514709333426,0.0,0.0,-71.48514709333426,-35272.916130263926,0.0,1.0
2396,RegionE,1003.1333333333341,0.9912384716732551,156.0253333333335,127.568667,283.5940003333335,354.49250041666687,540.19,354.49250041666687,185.69749958333318,0.0,0.0,-185.69749958333318,-80973.39469331244,0.0,1.0
2396,RegionF,961.0500000000284,0.9948757763975449,150.91800000000472,129.38,280.2980000000047,355.978460000006,540.19,355.978460000006,184.21153999999405,0.0,0.0,-184.21153999999405,-84553.09685999727,0.0,1.0
2397,RegionA,497.26666666666733,0.7893121693121704,68.2013333333334,207.508667,275.71000033333337,372.2085004500001,510.22,372.2085004500001,0.0,138.01149954999994,0.0,0.0,0.0,0.0,0.7295059002979108
2397,RegionB,582.0666666666611,0.9949857549857456,80.86533333333269,240.434667,321.30000033333266,433.7550004499991,510.22,433.7550004499991,0.0,76.46499955000093,0.0,0.0,0.0,0.0,0.8501332767237644
2397,RegionC,173.51666666666688,0.32132716049382753,23.573333333333363,275.196667,298.77000033333337,412.30260046,510.22,412.30260046,0.0,97.91739954000002,0.0,0.0,0.0,0.0,0.8080878845596017
2397,RegionD,1467.8499999999563,0.9971807065217094,224.68799999999297,170.268333,394.956332999993,505.54410623999104,510.22,505.54410623999104,4.675893760008989,0.0,0.0,-4.675893760008989,-2307.2730169388356,0.0,1.0
2397,RegionE,1010.5000000000109,0.9985177865612757,157.42000000000172,160.878,318.2980000000017,397.8725000000021,510.22,397.8725000000021,112.34749999999792,0.0,0.0,-112.34749999999792,-48991.374324999095,0.0,1.0
2397,RegionF,961.7666666666955,0.9956176673568277,150.58266666667126,166.16,316.74266666667125,402.2631866666725,510.22,402.2631866666725,107.95681333332755,0.0,0.0,-107.95681333332755,-49554.336456264005,0.0,1.0
2398,RegionA,577.083333333328,0.9160052910052826,81.49599999999913,260.890667,342.38666699999914,462.22200044999886,500.0,462.22200044999886,0.0,37.77799955000114,0.0,0.0,0.0,0.0,0.9244440008999977
2398,RegionB,584.3500000000026,0.9988888888888934,81.90900000000087,273.081,354.9900000000009,479.2365000000013,500.0,479.2365000000013,0.0,20.763499999998714,0.0,0.0,0.0,0.0,0.9584730000000026
2398,RegionC,373.84999999999445,0.6923148148148045,54.335666666665624,288.158667,342.4943336666656,472.64218045999854,500.0,472.64218045999854,0.0,27.357819540001458,0.0,0.0,0.0,0.0,0.9452843609199971
2398,RegionD,1278.11666666666,0.8682857789855027,198.42066666666557,192.122667,390.5433336666656,499.895467093332,500.0,499.895467093332,0.1045329066679983,0.0,0.0,-0.1045329066679983,-32.01633865427452,0.0,1.0
2398,RegionE,995.9333333333384,0.9841238471673305,152.38333333333412,202.833333,355.21666633333416,444.0208329166677,500.0,444.0208329166677,55.9791670833323,0.0,0.0,-55.9791670833323,-15151.881154445555,0.0,1.0
2398,RegionF,953.1499999999887,0.9866977225672761,144.028999999998,179.29,323.318999999998,410.6151299999975,500.0,410.6151299999975,89.38487000000248,0.0,0.0,-89.38487000000248,-25466.643311700707,0.0,1.0
2399,RegionA,571.4333333333434,0.907037037037053,77.87833333333474,302.28,380.1583333333347,513.2137500000019,510.22,510.22,0.0,0.0,2.99375000000191,2.99375000000191,1968.3606875012558,2.0393425000013012,1.0
2399,RegionB,574.2333333333263,0.9815954415954296,81.36033333333194,283.883333,365.24366633333193,493.07894954999813,510.22,493.07894954999813,0.0,17.1410504500019,0.0,0.0,0.0,0.0,0.9664045892948103
2399,RegionC,380.94999999999845,0.7054629629629601,53.65199999999975,316.006667,369.65866699999975,510.12896045999963,510.22,510.12896045999963,0.0,0.09103954000039494,0.0,0.0,0.0,0.0,0.9998215680686755
2399,RegionD,1314.7333333333581,0.8931612318840748,204.45733333333712,238.008667,442.4660003333371,566.3564804266715,510.22,510.22,0.0,0.0,56.13648042667148,56.13648042667148,22043.11176914109,25.906985716908892,1.0
2399,RegionE,1010.6166666666554,0.9986330698287109,153.10966666666502,226.501333,379.610999666665,474.5137495833313,510.22,474.5137495833313,35.70625041666875,0.0,0.0,-35.70625041666875,-9664.610800279732,0.0,1.0
2399,RegionF,959.366666666644,0.993133195307085,143.2926666666635,216.338,359.6306666666635,456.73094666666265,510.22,456.73094666666265,53.48905333333738,0.0,0.0,-53.48905333333738,-15239.566185201154,0.0,1.0
2400,RegionA,338.3333333333462,0.5370370370370575,43.33466666666859,367.981667,411.3163336666686,555.2770504500027,540.19,540.19,0.0,0.0,15.087050450002607,15.087050450002607,7060.73961060122,10.076640995556742,1.0
2400,RegionB,299.3833333333473,0.5117663817664057,41.83866666666896,325.436667,367.275333666669,495.82170045000316,540.19,495.82170045000316,0.0,44.36829954999689,0.0,0.0,0.0,0.0,0.9178653815324296
2400,RegionC,346.66666666666606,0.6419753086419742,49.94666666666659,337.659333,387.6059996666666,534.8962795399999,540.19,534.8962795399999,0.0,5.293720460000145,0.0,0.0,0.0,0.0,0.990200262018919
2400,RegionD,1080.749999999985,0.7342051630434681,167.89999999999756,296.44,464.33999999999753,594.3551999999969,540.19,540.19,0.0,0.0,54.165199999996844,54.165199999996844,15139.173399999117,24.50975299999857,1.0
2400,RegionE,725.9166666666806,0.717308959156799,110.2436666666688,346.67,456.9136666666688,571.142083333336,540.19,540.19,0.0,0.0,30.952083333335963,30.952083333335963,7645.164583333983,7.335643750000623,1.0
2400,RegionF,646.9500000000066,0.6697204968944168,98.26300000000141,358.41,456.6730000000014,579.9747100000018,540.19,540.19,0.0,0.0,39.78471000000172,39.78471000000172,10344.024600000448,11.143697271000484,1.0
2401,RegionA,211.91666666665924,0.33637566137564956,26.745666666665922,393.03,419.77566666666587,566.6971499999989,587.87,566.6971499999989,0.0,21.172850000001063,0.0,0.0,0.0,0.0,0.9639837889329256
2401,RegionB,204.39999999999918,0.349401709401708,28.23133333333326,381.385333,409.6166663333333,552.9824995499999,587.87,552.9824995499999,0.0,34.88750045000006,0.0,0.0,0.0,0.0,0.9406543956146766
2401,RegionC,311.5500000000038,0.5769444444444515,46.60200000000039,357.876,404.47800000000035,558.1796400000004,587.87,558.1796400000004,0.0,29.6903599999996,0.0,0.0,0.0,0.0,0.9494950244101594
2401,RegionD,831.3999999999737,0.5648097826086778,128.57799999999585,304.584,433.1619999999958,554.4473599999947,587.87,554.4473599999947,33.422640000005345,0.0,0.0,-33.422640000005345,-7291.148916001166,0.0,1.0
2401,RegionE,508.9333333333534,0.5028985507246575,76.18933333333653,382.138333,458.32766633333654,572.9095829166706,587.87,572.9095829166706,14.96041708332939,0.0,0.0,-14.96041708332939,-2884.0692053242396,0.0,1.0
2401,RegionF,500.78333333334285,0.5184092477570837,76.2293333333348,314.83,391.0593333333348,496.6453533333352,587.87,496.6453533333352,91.2246466666648,0.0,0.0,-91.2246466666648,-18512.217548066288,0.0,1.0
2402,RegionA,147.4333333333243,0.23402116402114967,18.255999999998405,395.664,413.91999999999837,558.7919999999979,650.0,558.7919999999979,0.0,91.20800000000213,0.0,0.0,0.0,0.0,0.8596799999999967
2402,RegionB,191.13333333333503,0.3267236467236496,26.973333333333503,361.789333,388.7626663333335,524.8295995500004,650.0,524.8295995500004,0.0,125.17040044999965,0.0,0.0,0.0,0.0,0.8074301531538467
2402,RegionC,299.39999999999964,0.5544444444444437,45.49199999999997,357.1,402.592,555.57696,650.0,555.57696,0.0,94.42304000000001,0.0,0.0,0.0,0.0,0.8547337846153846
2402,RegionD,436.450000000008,0.29650135869565764,66.2520000000014,309.091667,375.34366700000135,480.4398937600017,650.0,480.4398937600017,169.56010623999828,0.0,0.0,-169.56010623999828,-37013.27559112922,0.0,1.0
2402,RegionE,292.8000000000261,0.2893280632411325,44.25200000000404,382.82,427.07200000000404,533.840000000005,650.0,533.840000000005,116.15999999999497,0.0,0.0,-116.15999999999497,-22408.425599999027,0.0,1.0
2402,RegionF,347.79999999999654,0.3600414078674912,54.8649999999993,319.95,374.81499999999926,476.01504999999906,650.0,476.01504999999906,173.98495000000094,0.0,0.0,-173.98495000000094,-35331.123796500186,0.0,1.0
